customerKey,sex,isMarried,isEmployed,hasNewBaby,age,educationLevel,occupationCategory,annualIncome,race,primaryLanguage,childrenNum,avgPurchaseAmount
2cae65b600,Male,1,0,0,70,"High school",NULL,64392,White,English,0,329.50
2cae668858,Female,0,1,0,47,College,Education,117581,White,English,0,218.86
2cae676426,Female,0,1,0,35,Basic,Education,95121,White,English,0,248.88
2cae683672,Male,0,1,0,63,"High school",Sales,96928,White,English,0,281.14
2cae690807,Male,1,0,0,75,"High school",NULL,135312,White,English,0,292.10
2cae69da23,Female,0,0,0,75,"College advanced",NULL,88324,White,English,0,240.02
2cae6ab637,Female,1,1,0,39,College,"Office administrative support",54432,"African american",English,2,339.66
2cae6b8899,Female,1,1,0,45,Basic,"Food preparation",146739,White,English,0,349.02
2cae6c7802,Female,1,1,0,22,"High school","Business and finance",91734,White,English,5,356.47
2cae6d4a25,Male,0,1,0,24,Basic,Management,67694,"African american",Spanish,0,265.88
2cae6e3a34,Male,0,0,0,49,College,NULL,113195,White,English,0,268.41
2cae6f0c79,Male,1,1,0,22,Basic,Sales,66341,White,English,3,324.87
2cae6fe844,Male,1,0,0,25,"High school",NULL,127911,White,Spanish,2,317.48
2cae70ba73,Female,1,0,0,23,"College advanced",NULL,45040,White,English,3,441.60
2cae71aa75,Male,1,1,0,39,"High school","Software engineering and math",52911,White,English,4,263.45
d6f21b6e-5,Male,1,0,0,75,"High school",NULL,32181,White,English,0,196.10
2cae727c65,Female,1,1,0,58,Basic,Education,68872,White,English,0,256.64
2cae734e45,Male,1,1,0,57,"High school","Healthcare practice",97714,"African american",Spanish,0,356.60
2cae742a90,Female,0,1,0,51,"High school",Sales,62653,White,English,0,263.09
2cae74fc01,Male,1,1,0,31,"High school","Healthcare practice",156235,Asian,English,1,404.52
2cae75ec36,Female,0,1,0,53,"High school","Business and finance",109108,White,Spanish,0,325.29
2cae772c83,Male,1,1,0,32,Basic,"Office administrative support",44741,White,English,3,333.29
2cae77fe29,Male,1,1,0,44,"High school","Food preparation",107904,White,English,0,478.10
2cae78da63,Female,0,1,0,71,"High school","Office administrative support",182143,"African american",English,0,331.71
d6f21c9a-5,Female,1,0,0,43,College,NULL,92770,White,Spanish,0,400.48
2cae79ac22,Female,1,0,0,43,College,NULL,92770,White,Spanish,0,354.08
d6f21d3a-5,Female,0,1,0,55,"High school",Management,10927,"African american",Asian,0,238.12
2cae7a7e31,Female,0,0,0,46,Basic,NULL,41826,"African american",English,0,247.53
d6f21dc6-5,Male,0,0,0,40,"High school",NULL,24873,"African american",English,1,309.55
2cae7b5087,Male,0,1,0,37,College,"Healthcare practice",67769,White,English,4,310.50
2cae7c2219,Male,1,1,0,36,Basic,Sales,83852,White,English,3,435.24
2cae7cf499,Female,0,1,0,57,Basic,"Food preparation",45011,White,Asian,0,276.11
2cae7dc656,Female,1,1,0,25,"High school","Construction and extraction",128896,White,Spanish,0,445.89
2cae7e9819,Male,1,0,0,22,College,NULL,105824,"African american",European,0,280.48
2cae7f7443,Female,1,1,0,28,College,Management,65525,White,Spanish,5,377.54
2cae804613,Male,1,1,0,37,Basic,"Architecture and engineering",107771,White,English,3,363.46
2cae812c87,Male,1,0,0,23,College,NULL,138401,White,Spanish,4,447.59
2cae821c61,Female,1,0,0,19,College,NULL,98847,White,English,2,342.00
2cae82f838,Male,0,1,0,62,"High school","Material production",44874,White,English,0,209.22
2cae83d421,Female,1,0,0,75,"High school",NULL,131335,White,English,0,353.38
2cae84a686,Female,0,1,0,54,Basic,Sales,62066,"African american",Spanish,0,247.53
2cae858253,Female,0,1,0,68,"High school","Sports, media, and entertainment",103335,"African american",Spanish,0,273.08
2cae865485,Female,0,1,0,28,"High school",Transportation,104503,White,English,0,285.56
2cae872680,Male,0,0,0,79,College,NULL,106088,White,English,0,275.12
2cae87f844,Male,1,1,0,32,"High school",Sales,47295,White,English,4,274.29
2cae88d478,Male,1,0,0,81,"High school",NULL,56357,White,English,0,318.69
2cae89a608,Female,1,1,0,53,"High school","Construction and extraction",82202,White,Spanish,0,378.91
2cae8a7804,Female,0,1,0,49,"High school","Office administrative support",47841,White,English,0,266.03
2cae8b6834,Female,0,1,0,74,Basic,"Office administrative support",196524,Mixed,English,0,238.04
2cae8c3a25,Male,1,0,0,80,College,NULL,48496,"African american",Spanish,0,290.56
2cae8de821,Male,0,1,0,39,College,"Business and finance",83658,White,Spanish,1,371.58
2cae8ec489,Male,0,1,0,49,College,"Personal care",43058,White,Asian,0,276.02
2cae8fa015,Male,0,1,0,40,College,Sales,160109,"African american",English,1,294.27
2cae908681,Male,0,1,0,37,College,"Food preparation",56209,"African american",English,3,315.99
2cae916293,Female,0,1,0,27,"High school","Law enforcement",142631,"Native american",Spanish,3,421.51
2cae924896,Male,0,1,0,54,"College advanced","Office administrative support",43066,"African american",English,0,232.70
d6f22096-5,Female,1,0,0,65,"High school",NULL,55539,White,Spanish,0,286.58
2cae932e51,Female,1,0,0,65,"High school",NULL,55539,White,Spanish,0,292.88
970771b2-a,Male,0,0,1,20,College,NULL,6178,"African american",English,1,244.46
2cae940072,Female,0,1,0,42,"High school","Construction and extraction",54369,White,Spanish,0,252.73
2cae94fa51,Female,1,0,0,39,College,NULL,162097,White,English,3,440.79
2cae95ea96,Male,0,1,0,50,College,"Material production",89400,White,Spanish,0,212.86
2cae96bc45,Male,1,1,0,58,College,Management,43107,White,Asian,0,315.07
2cae978e98,Female,0,0,0,69,College,NULL,53953,White,English,0,223.86
2cae986066,Female,0,1,0,68,"College advanced","Personal care",134749,White,Asian,0,251.12
2cae993c44,Female,0,1,0,45,"High school","Food preparation",40490,White,English,0,245.15
2cae9a0e36,Male,0,0,0,68,"High school",NULL,170497,White,English,0,255.80
2cae9ae087,Male,0,1,0,45,College,"Material moving",91455,"African american",Other,0,279.90
2cae9bbc66,Male,0,0,0,71,College,NULL,89904,White,English,0,301.24
2cae9c8e73,Female,1,1,0,59,"High school","Construction and extraction",85809,White,English,0,301.52
d6f221b8-5,Female,0,0,0,48,College,NULL,33309,White,English,0,192.85
2cae9d6030,Female,0,1,0,70,College,"Food preparation",52028,Mixed,English,0,194.46
2cae9e3254,Female,0,1,0,25,College,Management,184483,White,English,4,398.32
2cae9f0e38,Male,0,1,0,38,College,"Machine maintenance",92749,White,English,4,440.74
2cae9ff457,Male,0,1,0,24,College,"Healthcare support",149813,White,Spanish,3,390.40
d6f2223a-5,Male,1,1,0,26,"College advanced","Healthcare technology",85490,White,English,4,343.62
2caea1a262,Male,1,1,0,26,"College advanced","Healthcare technology",85490,White,English,4,505.18
2caea2a669,Male,0,0,0,74,College,NULL,52178,"African american",Spanish,0,296.48
d6f22348-5,Male,1,1,0,57,"High school","Food preparation",154622,"African american",English,0,319.90
2caea37878,Male,1,1,0,57,"High school","Food preparation",154622,"African american",English,0,297.61
2caea44a26,Female,1,1,0,48,"High school","Sanitation and maintenance",146560,White,English,0,307.88
2caea52632,Female,0,1,0,61,"High school","Healthcare practice",136047,White,English,0,281.73
2caea5f852,Female,1,0,0,20,College,NULL,125002,"African american",English,0,370.04
2caea6ca95,Female,0,1,0,35,Basic,Management,156934,"African american",English,5,336.58
2caea79c64,Male,0,1,0,25,Basic,Management,185575,White,English,2,400.36
2caea87807,Female,1,0,0,68,"High school",NULL,69125,White,European,0,261.50
2caea94a38,Male,0,1,0,25,"College advanced",Management,51146,White,English,3,356.85
2caeaa1c03,Male,1,1,0,60,College,"Machine maintenance",78299,White,English,0,265.05
2caeab0c48,Male,1,1,0,58,"High school","Construction and extraction",56802,"African american",Spanish,0,272.00
d6f22500-5,Female,1,1,0,20,"High school","Office administrative support",92518,White,Spanish,0,326.94
2caeabde89,Female,1,1,0,20,"High school","Office administrative support",92518,White,Spanish,0,336.29
d6f2258c-5,Male,0,1,0,20,"High school","Office administrative support",24281,White,English,2,317.81
2caeacba19,Female,0,0,0,23,"High school",NULL,99162,"African american",English,5,371.22
2caead8c94,Male,0,0,0,72,College,NULL,125867,White,English,0,304.46
d6f22618-5,Male,1,1,0,54,College,"Sanitation and maintenance",58621,White,Spanish,0,357.62
2caeae5e68,Male,1,1,0,54,College,"Sanitation and maintenance",58621,White,Spanish,0,270.08
2caeaf3007,Female,1,1,0,58,College,"Healthcare technology",90778,"African american",English,0,339.02
2caeb00295,Male,0,1,0,25,College,Sales,129590,White,English,4,468.66
d6f22726-5,Female,0,1,0,57,College,Management,26466,White,English,0,197.69
2caeb0de56,Female,0,0,0,24,College,NULL,43500,White,English,5,312.73
2caeb1b077,Female,1,1,0,47,"College advanced","Material production",97970,White,English,0,297.13
2caeb29653,Male,1,0,0,56,College,NULL,91049,White,English,0,353.55
d6f227b2-5,Female,0,0,0,26,College,NULL,23464,White,English,7,281.57
2caeb37247,Male,1,1,0,54,"High school","Food preparation",162373,White,English,0,300.03
2caeb46229,Female,1,1,0,34,Basic,"Sanitation and maintenance",129316,White,English,0,264.57
2caeb55201,Female,1,0,1,21,College,NULL,108147,White,Spanish,3,429.85
9707731a-a,Female,1,0,1,21,College,NULL,108147,White,Spanish,3,536.07
2caeb62e28,Female,0,0,0,49,"High school",NULL,97404,White,English,0,295.74
2caeb6f616,Male,1,0,0,73,College,NULL,178614,White,Spanish,0,339.80
d6f22834-5,Male,0,1,0,53,"High school","Sanitation and maintenance",2926,White,English,0,210.80
2caeb7d249,Male,1,1,0,34,"High school","Healthcare support",53321,White,Spanish,4,344.23
9707748c-a,Male,0,1,1,33,College,"Architecture and engineering",9502,"African american",English,1,249.22
2caeb8a455,Male,1,1,0,35,Basic,"Healthcare practice",83409,White,English,4,418.80
2caeb97671,Female,1,1,0,47,"High school","Business and finance",109005,White,Spanish,0,308.51
2caeba4898,Female,0,1,0,46,College,"Material moving",51753,"African american",English,0,234.82
2caebb1a34,Male,0,1,0,59,College,"Personal care",95901,White,English,0,283.90
d6f228b6-5,Male,0,1,0,25,"High school","Healthcare support",6613,Mixed,English,1,233.60
2caebbec27,Female,0,1,0,61,Basic,"Business and finance",52518,White,English,0,232.86
2caebcbe45,Female,1,1,0,51,"High school","Law enforcement",71158,Asian,Spanish,0,259.85
2caebd9080,Male,0,1,0,48,"College advanced",Management,109809,White,Spanish,0,319.08
2caebe6c44,Female,0,1,0,58,"High school",Transportation,81163,White,English,0,300.49
2caebf5287,Female,0,0,0,69,"High school",NULL,84893,White,Spanish,0,226.16
2caec02e95,Female,0,1,0,41,"High school","Healthcare practice",189710,"African american",English,0,269.62
d6f22942-5,Male,1,1,0,22,"High school","Healthcare support",0,White,English,1,261.25
2caec10014,Male,0,1,0,20,College,"Material moving",163538,White,Spanish,3,423.81
d6f229c4-5,Male,1,1,0,34,"High school","Sanitation and maintenance",7158,White,English,1,234.68
2caec1d214,Male,0,1,0,25,"High school",Transportation,116423,White,English,1,371.25
2caec2b858,Male,0,1,0,25,"High school",Sales,120213,White,English,2,386.03
2caec39421,Female,1,1,0,62,"High school","Business and finance",118437,"African american",Spanish,0,345.03
2caec46604,Male,0,1,0,45,College,"Material production",80263,Asian,English,0,314.55
d6f22af0-5,Female,1,1,0,28,"High school","Sanitation and maintenance",58512,Asian,English,5,329.81
2caec55669,Female,1,1,0,28,"High school","Sanitation and maintenance",58512,Asian,English,5,334.84
2caec63237,Female,0,0,0,78,College,NULL,146547,White,English,0,332.30
970775ea-a,Female,0,1,1,21,Basic,"Office administrative support",5069,White,English,6,360.00
2caec72296,Male,1,0,0,73,"High school",NULL,105943,White,English,0,414.46
2caec7f435,Male,1,1,0,39,"High school",Transportation,87974,White,English,1,354.49
d6f22b72-5,Female,1,1,0,47,College,Management,110005,White,Spanish,0,296.46
2caec8d007,Female,1,1,0,47,College,Management,110005,White,Spanish,0,296.63
2caeca8855,Female,0,1,0,68,"College advanced","Law enforcement",45121,White,English,0,208.50
2caecb5a97,Female,0,0,0,74,"High school",NULL,119547,"African american",English,0,326.45
2caecc2c25,Male,0,0,0,69,"High school",NULL,84726,Asian,English,0,263.47
2caeccfe06,Female,1,0,0,72,"High school",NULL,162464,White,European,0,311.91
d6f22c80-5,Male,1,0,0,78,College,NULL,6256,"African american",English,0,246.64
2caecdda81,Male,1,0,0,33,"High school",NULL,42150,White,English,0,275.99
2caeceac32,Male,0,1,0,40,College,"Office administrative support",73500,White,English,3,350.50
2caecf7e92,Male,1,1,0,32,College,Transportation,98759,White,English,3,436.89
2caed05a22,Male,0,0,0,66,"High school",NULL,65658,White,English,0,227.92
2caed12c72,Male,0,1,0,47,Basic,Transportation,92593,White,English,0,245.89
2caed21c52,Male,0,1,0,46,"High school","Fire and safety",80854,White,English,0,291.83
2caed30c70,Female,1,1,0,31,"College advanced","Sanitation and maintenance",55667,White,English,5,328.99
2caed3fc07,Female,0,0,0,45,College,NULL,71671,White,English,0,279.37
2caed4d888,Male,0,1,0,74,College,"Software engineering and math",73364,"African american",English,0,237.36
2caed5aa52,Female,1,1,0,25,"High school","Office administrative support",67793,White,English,1,291.06
2caed67c02,Female,0,1,0,45,"High school","Office administrative support",90203,"Native american",English,0,230.98
2caed74e08,Male,0,1,0,32,"High school","Business and finance",68484,White,English,3,340.58
2caed82010,Female,1,1,1,30,"High school","Food preparation",119402,White,English,1,444.57
97077748-a,Female,1,1,1,30,"High school","Food preparation",119402,White,English,1,385.79
d6f22d8e-5,Male,1,1,0,49,College,Management,11193,White,English,0,283.17
2caed8f240,Female,1,0,0,53,"High school",NULL,166703,"African american",English,0,312.92
2caed9c480,Female,1,1,0,35,"High school","Food preparation",142129,"African american",English,3,372.81
2caeda9672,Male,1,1,0,26,College,"Construction and extraction",73130,White,English,3,342.43
d6f22e10-5,Male,0,1,0,28,College,"Healthcare support",0,White,English,5,261.70
2caedb7234,Female,1,0,0,72,College,NULL,117751,Asian,English,0,331.26
9707789c-a,Male,1,1,1,29,College,"Business and finance",14857,White,English,3,401.86
2caedc4431,Female,0,1,0,54,College,Management,47429,"African american",English,0,200.43
2caedd1699,Male,1,0,0,72,College,NULL,178433,White,English,0,308.75
2caeddfc82,Female,1,0,0,76,"High school",NULL,99359,White,Spanish,0,414.71
d6f22e92-5,Male,1,1,0,64,College,Management,21608,White,English,0,250.92
2caeded844,Male,0,1,0,67,Basic,Education,124959,"African american",European,0,253.83
2caedfaa00,Female,0,1,0,29,"High school",Sales,72791,White,English,0,250.48
2caee08693,Female,0,1,0,42,College,"Machine maintenance",43232,White,English,0,277.94
2caee15814,Male,1,0,0,77,College,NULL,177473,"African american",English,0,398.65
d6f22f32-5,Male,0,1,0,25,"College advanced","Office administrative support",54000,White,English,2,279.16
2caee25217,Male,0,1,0,25,"College advanced","Office administrative support",54000,White,English,2,357.38
2caee3f611,Female,0,1,0,39,Basic,Management,77996,White,English,2,410.88
2caee4c837,Female,0,1,0,54,"College advanced",Management,60469,White,English,0,234.70
2caee59a10,Male,1,1,0,21,"High school",Sales,43733,White,Spanish,4,394.52
d6f22fbe-5,Male,1,1,0,41,"High school",Management,16364,White,Spanish,0,254.50
2caee66c28,Male,0,1,0,27,"High school",Management,188873,White,English,0,295.80
d6f23040-5,Male,1,0,0,59,"High school",NULL,76673,White,Spanish,0,324.95
2caee82e17,Male,1,0,0,59,"High school",NULL,76673,White,Spanish,0,311.25
2caee90a88,Male,0,0,0,41,College,NULL,126882,"African american",English,0,298.73
2caee9dc68,Female,1,1,0,51,"High school",Education,103239,White,English,0,280.50
d6f23144-5,Male,0,1,0,60,"High school","Healthcare support",45813,"African american",English,0,214.32
2caeeaae35,Male,0,1,0,60,"High school","Healthcare support",45813,"African american",English,0,254.62
2caeeb8a92,Male,1,0,0,32,"High school",NULL,56425,White,English,3,349.41
2caeec5c72,Male,0,1,0,64,Basic,Management,84585,"African american",English,0,292.19
2caeed2e48,Female,0,1,0,49,"High school","Food preparation",90484,White,English,0,289.58
2caeee0059,Female,0,1,0,38,Basic,Transportation,76163,"African american",Spanish,4,261.73
2caeeed289,Male,1,0,0,20,"High school",NULL,68258,White,English,4,366.95
d6f231f8-5,Female,0,1,0,61,"High school","Food preparation",5517,White,English,0,214.40
2caeefa420,Female,0,1,0,49,College,"Healthcare support",180892,"African american",English,0,275.64
2caef07679,Male,0,0,0,65,"High school",NULL,66674,"African american",English,0,239.80
2caef15c67,Female,0,0,0,60,"High school",NULL,57032,White,English,0,252.57
2caef26a61,Male,1,1,0,33,College,"Personal care",132190,White,English,5,498.53
2caef34680,Female,0,1,0,26,"High school","Construction and extraction",41411,"African american",European,3,331.62
2caef40e66,Male,1,1,0,35,"High school",Sales,48776,White,English,3,325.58
2caef4ea94,Female,0,1,0,59,Basic,"Office administrative support",57931,White,English,0,209.27
2caef5bc90,Male,0,0,0,48,"High school",NULL,57856,White,English,0,288.81
2caef68e52,Female,1,1,0,51,Basic,"Law enforcement",55228,White,Spanish,0,242.78
d6f23324-5,Female,0,0,0,60,"College advanced",NULL,19100,"African american",Spanish,0,209.81
2caef76a56,Male,1,0,0,54,"High school",NULL,93054,White,English,0,376.71
2caef83c43,Male,0,1,0,40,Basic,"Construction and extraction",65152,White,English,4,364.00
2caef90e50,Male,0,0,0,82,"High school",NULL,72542,White,English,0,232.60
2caef9ea52,Male,0,1,0,57,"High school","Office administrative support",42897,White,English,0,240.29
2caefac689,Male,0,1,0,48,"High school","Business and finance",178886,White,Spanish,0,308.24
2caefb9802,Male,0,1,0,52,Basic,"Fire and safety",109454,"African american",English,0,301.09
2caefc9237,Female,0,1,0,53,College,"Software engineering and math",72811,"African american",Spanish,0,244.53
2caefd6e53,Female,1,0,0,64,College,NULL,110769,"African american",English,0,372.53
2caefe4066,Male,0,0,0,45,College,NULL,74194,White,Spanish,0,211.50
2caeff1c66,Female,1,1,0,52,"College advanced","Food preparation",151310,White,English,0,430.83
2caeffee42,Male,0,1,0,58,College,"Construction and extraction",45202,White,Spanish,0,260.83
d6f23432-5,Male,0,0,0,22,"High school",NULL,12798,White,English,5,273.73
2caf00c086,Male,0,1,0,37,"High school","Office administrative support",47526,White,European,4,349.59
d6f234be-5,Female,1,1,0,38,College,Sales,66660,White,English,3,326.67
2caf01a682,Female,1,1,0,38,College,Sales,66660,White,English,3,357.01
2caf028289,Male,1,1,0,27,"High school","Food preparation",60780,White,Spanish,2,294.04
2caf035480,Male,1,1,0,51,Basic,"Construction and extraction",130587,"African american",English,0,302.90
d6f23540-5,Female,0,1,0,34,College,"Machine maintenance",39839,White,Spanish,0,221.29
2caf042692,Female,1,1,0,33,"College advanced","Architecture and engineering",48292,White,English,1,354.67
2caf050241,Male,0,1,0,63,"High school","Business and finance",48544,White,English,0,260.63
2caf05d401,Female,1,1,0,25,"High school",Transportation,45107,White,Spanish,0,270.28
2caf06ba98,Female,0,1,0,19,College,"Sports, media, and entertainment",71489,"African american",English,3,333.33
2caf078c96,Female,0,1,0,28,College,"Healthcare technology",136145,White,English,0,283.77
d6f235cc-5,Female,0,1,0,59,"High school","Office administrative support",0,White,Spanish,0,206.96
2caf088697,Female,1,1,0,42,Basic,"Material moving",46701,White,English,0,278.65
2caf096c30,Female,1,1,0,70,"College advanced",Management,168256,White,Spanish,0,281.76
2caf0a3e98,Male,1,1,0,57,"College advanced",Sales,96004,White,Spanish,0,358.41
d6f2364e-5,Male,0,0,0,58,College,NULL,110441,White,English,0,255.14
2caf0b1a95,Male,0,0,0,58,College,NULL,110441,White,English,0,244.94
2caf0bec30,Female,0,0,0,32,College,NULL,51391,White,English,2,351.36
2caf0cbe59,Female,1,1,0,29,College,Transportation,62097,White,English,3,311.43
2caf0d9052,Male,0,1,0,50,"High school","Food preparation",42435,White,English,0,270.59
d6f236d0-5,Female,0,1,0,49,"High school","Material moving",0,White,English,0,209.64
2caf0e6243,Female,1,1,0,59,"High school","Sanitation and maintenance",44915,"African american",English,0,268.00
2caf0f3e56,Female,1,1,0,55,College,Management,71616,White,English,0,302.13
d6f2375c-5,Male,0,1,0,56,College,"Material production",73997,White,English,0,223.36
2caf102e67,Male,0,1,0,56,College,"Material production",73997,White,English,0,296.21
2caf111e55,Female,0,0,0,68,"High school",NULL,175461,White,English,0,285.02
2caf120416,Female,0,0,0,48,"College advanced",NULL,53211,White,English,0,231.92
d6f237f2-5,Female,0,1,0,50,"High school","Business and finance",190584,White,Spanish,0,249.32
2caf12e061,Female,0,1,0,50,"High school","Business and finance",190584,White,Spanish,0,274.13
2caf13b202,Female,1,1,0,59,Basic,Sales,68197,White,English,0,318.01
2caf148499,Male,1,1,0,22,"High school",Sales,48590,White,English,5,389.22
2caf155618,Male,0,1,0,41,College,"Social services",164828,White,Spanish,0,310.41
2caf163235,Male,1,1,0,47,College,"Material moving",69842,White,European,0,258.89
2caf16fa39,Male,0,1,0,42,"High school",Education,40289,White,English,0,256.50
2caf17cc31,Female,0,1,0,29,"High school","Business and finance",61812,"African american",Spanish,2,308.90
d6f2387e-5,Male,1,0,0,34,"High school",NULL,0,White,Spanish,2,237.78
2caf197088,Male,0,1,0,44,"High school","Office administrative support",133558,White,English,0,284.93
2caf1a5663,Male,1,1,0,44,"High school","Construction and extraction",59118,White,English,0,302.30
2caf1b3286,Male,1,0,0,83,College,NULL,183966,"African american",English,0,333.41
d6f2390a-5,Male,1,1,0,30,"High school",Sales,66868,Asian,English,2,340.06
2caf1c2c80,Male,1,1,0,30,"High school",Sales,66868,Asian,English,2,329.50
2caf1d0828,Female,0,0,0,69,"High school",NULL,62367,White,English,0,299.25
2caf1dda66,Female,0,1,0,56,College,Sales,72942,White,English,0,234.74
2caf1eac66,Female,0,1,0,23,"High school","Healthcare support",97835,White,English,5,383.06
d6f23a2c-5,Male,1,1,0,40,College,Legal,0,White,English,1,288.63
2caf1f7e33,Male,0,1,0,51,"High school","Healthcare practice",87609,White,English,0,225.11
d6f23b3a-5,Female,0,1,0,36,Basic,"Sports, media, and entertainment",10051,White,English,6,249.99
2caf212216,Male,0,0,0,66,"High school",NULL,65880,White,Spanish,0,209.76
2caf21fe07,Male,1,1,0,57,"High school","Healthcare technology",40524,"African american",English,0,258.47
2caf22ee10,Female,1,0,0,28,"College advanced",NULL,58352,White,English,2,311.53
2caf23c094,Male,1,0,0,64,College,NULL,66720,White,Spanish,0,234.56
2caf24a628,Female,1,0,0,32,"College advanced",NULL,64598,White,European,0,304.72
2caf258203,Female,0,1,0,20,"High school",Management,151714,White,English,1,355.57
2caf267249,Male,1,0,0,62,"High school",NULL,92478,White,Spanish,0,287.00
2caf274e03,Male,1,1,0,27,"High school","Social services",172212,White,English,0,391.91
2caf282070,Female,0,0,0,68,Basic,NULL,41251,"African american",Spanish,0,261.46
d6f23c48-5,Male,0,1,0,19,College,"Construction and extraction",114175,White,English,2,433.35
2caf28f217,Male,0,1,0,19,College,"Construction and extraction",114175,White,English,2,336.57
2caf29ce53,Female,0,0,0,79,"High school",NULL,111961,White,Spanish,0,251.45
d6f23cd4-5,Male,1,0,0,78,"High school",NULL,100563,White,English,0,373.41
2caf2aa000,Male,1,0,0,78,"High school",NULL,100563,White,English,0,357.24
d6f23d56-5,Female,0,1,0,65,College,Sales,65164,White,English,0,256.29
2caf2b7236,Female,0,1,0,65,College,Sales,65164,White,English,0,319.27
2caf2c4409,Female,1,1,0,47,"High school",Management,131052,White,English,0,281.93
2caf2d2082,Male,0,1,0,70,"College advanced","Construction and extraction",137476,White,European,0,278.55
2caf2de813,Female,0,1,0,24,College,Sales,40568,White,English,1,293.38
2caf2ec437,Female,1,1,0,32,"High school",Management,88873,White,Spanish,5,405.97
2caf2faa52,Male,0,1,0,21,Basic,Management,137263,White,English,0,260.58
2caf309a09,Female,1,1,0,42,"College advanced",Education,88664,White,English,0,312.03
2caf317644,Male,1,0,0,78,"High school",NULL,86994,White,English,0,265.49
2caf326681,Male,1,1,0,64,College,"Machine maintenance",150572,"African american",Spanish,0,338.98
2caf342857,Female,0,1,0,30,Basic,"Healthcare support",58743,White,English,5,281.90
2caf350440,Male,1,1,0,39,College,"Fire and safety",190361,White,Spanish,3,413.75
2caf35d676,Male,1,0,0,71,"High school",NULL,99644,White,English,0,381.39
2caf36a886,Female,0,1,0,20,"High school","Software engineering and math",41473,White,English,3,295.49
2caf377a64,Female,0,1,0,49,College,Management,197618,White,Asian,0,305.60
2caf384c81,Female,0,1,0,56,"High school",Transportation,109582,White,English,0,267.18
d6f23e96-5,Female,0,1,0,52,"High school","Software engineering and math",0,White,English,0,245.51
d6f23f22-5,Male,0,0,0,50,Basic,NULL,12332,White,Other,0,195.57
2caf391e33,Female,0,0,0,30,"High school",NULL,96823,"African american",Spanish,1,349.60
2caf39fa79,Male,1,1,0,28,Basic,"Material moving",66547,White,English,0,307.58
d6f23fae-5,Male,0,1,0,33,College,"Food preparation",21479,White,English,4,284.16
d6f24044-5,Female,0,1,0,56,College,"Business and finance",0,White,English,0,224.84
2caf3ae031,Female,0,0,0,69,"High school",NULL,73001,"African american",English,0,225.12
2caf3bbc17,Female,1,1,0,48,Basic,"Sanitation and maintenance",124135,White,Asian,0,299.12
2caf3c8e91,Male,1,1,0,25,"High school","Office administrative support",70816,White,English,1,326.11
2caf3d6047,Male,1,1,0,26,College,"Office administrative support",61413,"African american",English,1,306.30
2caf3e3234,Male,0,0,0,80,"High school",NULL,127180,White,English,0,266.91
2caf3f0469,Male,0,1,0,64,College,"Machine maintenance",81588,White,Spanish,0,258.38
2caf3fd601,Male,0,1,0,47,College,"Office administrative support",119283,White,English,0,272.30
2caf40a899,Female,0,0,0,58,"High school",NULL,152874,White,English,0,353.87
2caf417a65,Female,0,1,0,74,"High school",Management,141802,"African american",English,0,281.06
2caf426a12,Male,0,1,0,60,"High school",Sales,88587,White,English,0,292.58
d6f240d0-5,Female,1,1,0,54,"High school","Office administrative support",9320,White,English,0,248.53
2caf433c88,Female,1,1,0,66,College,"Healthcare technology",62263,White,English,0,300.94
2caf440e00,Female,0,1,0,81,"High school",Management,115002,White,English,0,288.27
2caf44fe97,Female,0,1,0,53,"College advanced","Healthcare practice",116688,White,English,0,272.01
2caf45da29,Female,1,1,0,41,"High school","Healthcare technology",76340,White,English,0,341.20
d6f241de-5,Female,0,1,0,57,College,"Architecture and engineering",70599,White,Spanish,0,233.48
2caf46ac00,Female,0,1,0,57,College,"Architecture and engineering",70599,White,Spanish,0,245.83
2caf478875,Female,0,1,0,72,"High school",Transportation,67195,White,English,0,269.85
2caf485a80,Male,0,1,0,44,College,"Food preparation",54446,"African american",Spanish,0,231.45
2caf492c11,Male,0,0,0,32,"College advanced",NULL,71533,White,English,4,301.50
2caf49fe80,Male,1,1,0,43,College,Education,113864,White,Asian,0,342.58
d6f24260-5,Male,0,1,0,58,"High school",Education,71147,White,English,0,221.18
2caf4ad036,Male,0,1,0,58,"High school",Education,71147,White,English,0,257.25
2caf4ba240,Female,0,1,0,24,"High school","Fire and safety",49933,White,English,3,305.82
2caf4c7481,Male,0,1,0,32,"High school",Management,62967,White,English,2,315.65
2caf4d4627,Male,1,0,0,48,"High school",NULL,60964,White,English,0,324.98
2caf4e3645,Female,0,0,0,68,College,NULL,95003,"African american",English,0,246.94
2caf4f2629,Female,1,1,0,56,"High school",Education,51882,White,English,0,282.29
2caf4ff864,Female,0,1,0,41,College,"Construction and extraction",49018,White,English,0,212.60
d6f242ec-5,Female,1,1,0,36,College,"Personal care",14269,White,English,2,270.58
2caf50ca57,Female,0,1,0,69,College,"Software engineering and math",90242,White,English,0,285.51
2caf519c75,Female,0,1,0,44,Basic,"Sanitation and maintenance",42022,White,English,0,212.41
2caf528278,Female,0,1,0,29,College,Transportation,113743,White,English,4,347.98
2caf535e26,Male,0,1,0,45,College,Management,116773,White,English,0,252.33
d6f2436e-5,Male,0,1,0,37,"High school",Sales,13083,Mixed,Spanish,3,264.34
2caf543045,Male,1,1,0,19,"High school",Management,84089,Asian,Spanish,1,381.75
